"id_player","id_team","player_name","nationality","field_position","age","team_country","team","assists","corners_taken","offsides","dribbles","total_attempts","attempts_on_target","attempts_off_target","blocked","balls_recovered","tackles","tackles_won","tackles_lost","clearance_attempted","X","fouls_committed","fouls_suffered","yellow_cards","red_cards","passing_accuracy...","passes_attempted","passes_completed","crossing_accuracy...","crosses_attempted","crosses_completed","free_kick_taken","goals","inside_area","outside_area","right_foot","left_foot","head","other","penalties_scored","distance_covered.km.h.","top_speed","minutes_played","matches_appareance"
250023551,52919,"Mateo Kovačić","Croatia","Midfielder",30,"England","Manchester City",0,0,0,1,1,0,0,1,5,3,0,3,0,327,2,1,1,0,96,119,114,0,0,0,1,0,0,0,0,0,0,0,0,12.49,31.68,105,2
250024349,52758,"Marcel Sabitzer","Austria","Midfielder",30,"Germany","Borussia Dortmund",0,2,1,1,8,1,4,3,13,5,3,2,1,311,2,2,0,0,88.5,102,91,33.34,3,1,5,0,0,0,0,0,0,0,0,32.38,30.78,245,4
250024370,50138,"Piotr Zieliński","Poland","Midfielder",30,"Italy","FC Internazionale Milano",0,0,0,5,6,0,5,1,10,0,0,0,1,533,0,4,0,0,85.25,124,109,40,5,2,0,0,0,0,0,0,0,0,0,32.36,31.46,247,4
250024448,50051,"Dani Carvajal","Spain","Defender",32,"Spain","Real Madrid C.F.",0,0,0,0,1,0,1,0,10,3,2,1,3,290,2,3,0,0,86,115,99,9.1,11,1,3,0,0,0,0,0,0,0,0,21.44,32.24,180,2
250024456,50058,"Álvaro Morata","Spain","Forward",32,"Italy","AC Milan",1,0,0,2,5,2,3,0,7,6,1,5,4,92,4,7,3,0,86,68,60,0,1,0,1,1,1,0,0,1,0,0,0,30.77,33.72,258,4
250024795,52280,"Raheem Sterling","England","Midfielder",29,"England","Arsenal FC",0,0,0,2,0,0,0,0,3,1,0,1,0,461,1,1,0,0,76.5,16,12,0,1,0,1,0,0,0,0,0,0,0,0,5.36,34.09,39,2
250025791,75797,"Benjamin André","France","Midfielder",34,"France","LOSC Lille",0,0,1,0,2,1,1,0,25,15,7,8,7,4,9,7,2,0,83.25,196,162,0,0,0,4,0,0,0,0,0,0,0,0,46.33,30.17,360,4
250026229,50033,"Jaroslav Zelený","Czechia","Defender",32,"Czechia","AC Sparta Praha",0,0,0,2,1,0,0,1,11,2,2,0,4,315,2,2,0,0,70.5,59,44,0,0,0,6,0,0,0,0,0,0,0,0,20.91,30.19,180,2
250027008,52919,"Nathan Aké","Netherlands","Defender",29,"England","Manchester City",0,0,0,0,1,1,0,0,6,1,1,0,1,504,1,0,0,0,94,87,82,0,1,0,0,0,0,0,0,0,0,0,0,8.31,30.81,74,1
250027780,2601306,"Massadio Haïdara","Mali","Defender",31,"France","Stade Brestois 29",0,0,0,4,1,0,0,1,15,4,3,1,11,257,2,8,1,0,86.75,127,106,28.58,7,2,2,0,0,0,0,0,0,0,0,33.62,32.3,276,4
250028211,50051,"Antonio Rüdiger","Germany","Defender",31,"Spain","Real Madrid C.F.",0,0,1,0,3,2,0,1,21,5,2,3,12,54,6,0,1,0,94.75,242,228,0,0,0,7,2,2,0,0,0,2,0,0,39.28,31.7,360,4
250028715,52816,"Berat Djimsiti","Albania","Defender",31,"Italy","Atalanta BC",0,0,0,1,2,2,0,0,23,3,1,2,13,142,4,1,0,0,89,230,203,25,4,1,3,1,1,0,1,0,0,0,0,38.52,31.23,315,4
250029318,75797,"Thomas Meunier","Belgium","Defender",33,"France","LOSC Lille",1,0,1,0,0,0,0,0,9,4,3,1,2,326,2,1,1,0,77,74,60,0,2,0,0,0,0,0,0,0,0,0,0,22.01,32.23,157,3
250029535,52758,"Pascal Gross","Germany","Midfielder",33,"Germany","Borussia Dortmund",0,20,0,2,1,1,0,0,15,1,0,1,4,612,0,0,1,0,91.5,271,246,38.71,31,12,2,0,0,0,0,0,0,0,0,35.25,28.82,246,4
250029862,50069,"Aleksandar Katai","Serbia","Midfielder",33,"Serbia","FK Crvena Zvezda",0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,40,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3.72,29.8,24,2
250032786,2602798,"David López","Spain","Defender",35,"Spain","Girona FC",0,0,0,0,2,1,0,1,17,4,2,2,5,188,3,3,1,0,67.5,175,158,0,0,0,4,1,1,0,0,1,0,0,0,33.72,30.57,278,4
250039931,50139,"Danilo","Brazil","Defender",33,"Italy","Juventus",0,0,0,0,0,0,0,0,10,5,3,2,6,204,3,2,2,1,90.5,84,78,0,0,0,3,0,0,0,0,0,0,0,0,12.59,32.72,117,2
250040471,50080,"Iñigo Martínez","Spain","Defender",33,"Spain","FC Barcelona",1,0,0,0,3,2,1,0,18,1,0,1,12,402,1,3,1,0,92.25,292,272,0,0,0,20,2,2,0,0,0,2,0,0,41.06,31.45,354,4
250040521,50051,"Lucas Vázquez","Spain","Midfielder",33,"Spain","Real Madrid C.F.",0,0,0,1,2,2,0,0,8,4,3,1,2,345,2,0,2,0,86,139,121,12.5,8,1,1,1,1,0,1,0,0,0,0,28.29,32.39,225,3
250041564,52797,"Július Szöke","Slovakia","Midfielder",29,"Slovakia","ŠK Slovan Bratislava",0,0,0,0,1,0,1,0,0,2,1,1,2,674,0,0,0,0,87.5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,5.43,26,33,2
250041626,52816,"Sead Kolašinac","Bosnia and Herzegovina","Defender",31,"Italy","Atalanta BC",1,0,0,1,0,0,0,0,13,3,1,2,1,182,3,4,0,0,84.75,191,171,0,1,0,4,0,0,0,0,0,0,0,0,31.71,32.9,271,4
250041770,50037,"Serge Gnabry","Germany","Forward",29,"Germany","FC Bayern München",1,3,7,7,7,6,1,0,7,6,1,5,0,212,3,2,1,0,86.75,158,137,9.1,11,1,0,0,0,0,0,0,0,0,0,37.24,31.99,312,4
250041771,50037,"Leon Goretzka","Germany","Midfielder",29,"Germany","FC Bayern München",0,0,0,0,1,1,0,0,5,4,2,2,0,475,1,0,1,0,92,42,39,100,1,1,1,1,1,0,0,0,1,0,0,7.06,29.99,43,3
250041781,52758,"Niklas Süle","Germany","Defender",29,"Germany","Borussia Dortmund",0,0,0,0,0,0,0,0,10,2,0,2,5,635,0,0,0,0,95,168,161,0,1,0,1,0,0,0,0,0,0,0,0,20.05,30.68,180,2
250042329,52919,"Jack Grealish","England","Midfielder",29,"England","Manchester City",0,1,1,3,3,0,1,2,2,0,0,0,0,529,0,5,0,0,97.5,50,48,50,2,1,1,0,0,0,0,0,0,0,0,12.79,29.5,102,2
250042422,50109,"Alejandro Grimaldo","Spain","Defender",29,"Germany","Bayer 04 Leverkusen",0,10,0,8,5,2,2,1,11,2,0,2,12,408,1,3,0,0,87.5,216,187,17.65,17,3,5,1,1,0,0,1,0,0,0,44.35,32.38,341,4
250042521,2603790,"André Silva","Portugal","Forward",29,"Germany","RB Leipzig",0,0,0,0,1,0,0,1,0,0,0,0,0,696,0,0,0,0,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.86,29.11,10,2
250042631,52816,"Mario Pašalić","Croatia","Midfielder",29,"Italy","Atalanta BC",0,0,1,1,8,1,6,1,7,3,1,2,1,451,1,1,0,0,61.5,88,71,100,1,1,0,0,0,0,0,0,0,0,0,22.38,31.68,170,4
250042632,50164,"Marko Pjaca","Croatia","Forward",29,"Croatia","GNK Dinamo",3,0,0,6,3,1,2,0,6,2,1,1,1,291,2,3,0,0,88.5,39,34,33.34,3,1,0,0,0,0,0,0,0,0,0,16.75,31.15,149,2
250042779,50124,"Clément Lenglet","France","Defender",29,"Spain","Atlético de Madrid",0,0,0,0,0,0,0,0,9,5,1,4,4,499,1,0,0,0,86,28,24,0,0,0,2,0,0,0,0,0,0,0,0,10.96,29.63,90,1
250043066,52797,"Kevin Wimmer","Austria","Defender",31,"Slovakia","ŠK Slovan Bratislava",0,0,0,3,2,1,1,0,11,5,1,4,17,178,3,4,1,0,70.67,104,77,0,1,0,6,1,1,0,0,1,0,0,0,30.48,31.08,270,3
250046522,52758,"Julian Brandt","Germany","Midfielder",28,"Germany","Borussia Dortmund",1,4,0,2,6,1,4,1,8,7,2,5,1,84,5,1,0,0,87,210,183,25,8,2,5,0,0,0,0,0,0,0,0,43.01,33.71,332,4
250049573,2602798,"Cristhian Stuani","Uruguay","Forward",38,"Spain","Girona FC",0,0,1,0,6,3,2,1,6,4,4,0,4,107,4,3,2,0,84,33,26,0,0,0,0,0,0,0,0,0,0,0,0,24.17,29.45,187,4
250050416,50037,"Eric Dier","England","Defender",30,"Germany","FC Bayern München",0,0,0,0,1,0,0,1,1,0,0,0,1,518,1,0,0,0,100,19,19,0,0,0,0,0,0,0,0,0,0,0,0,2.99,27.09,22,1
250051754,2603790,"Willi Orbán","Hungary","Defender",32,"Germany","RB Leipzig",0,0,0,1,5,2,3,0,16,2,2,0,11,195,3,3,0,0,90,238,215,0,1,0,4,0,0,0,0,0,0,0,0,42.31,32.08,360,4
250052469,7889,"Mohamed Salah","Egypt","Forward",32,"England","Liverpool FC",4,0,1,9,13,5,6,2,3,0,0,0,0,306,2,2,0,0,78,108,84,44.45,9,4,0,1,1,0,0,1,0,0,0,37.17,34.54,332,4
250052554,50164,"Josip Mišić","Croatia","Midfielder",30,"Croatia","GNK Dinamo",1,3,1,2,3,0,1,2,23,12,5,7,4,43,6,3,0,0,86,186,160,0,3,0,5,0,0,0,0,0,0,0,0,42.09,32.47,360,4
250052849,50069,"Mirko Ivanić","Montenegro","Midfielder",31,"Serbia","FK Crvena Zvezda",0,0,0,1,2,0,2,0,1,0,0,0,0,558,0,2,0,0,81,32,26,0,7,0,0,0,0,0,0,0,0,0,0,11.02,31.85,90,1
250052957,50138,"Francesco Acerbi","Italy","Defender",36,"Italy","FC Internazionale Milano",0,0,0,0,1,0,1,0,4,0,0,0,6,639,0,0,0,0,91,51,48,0,0,0,2,0,0,0,0,0,0,0,0,12.48,31.78,116,2
250053044,50043,"Brandon Mechele","Belgium","Defender",31,"Belgium","Club Brugge KV",0,0,1,1,4,1,1,2,19,8,4,4,15,28,7,0,0,0,88.25,262,233,0,0,0,2,0,0,0,0,0,0,0,0,42.09,32.27,360,4
250054393,50111,"Gregory Wüthrich","Switzerland","Defender",29,"Austria","SK Sturm Graz",0,0,0,0,0,0,0,0,1,0,0,0,0,700,0,0,0,0,100,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.67,20.81,10,1
250054949,50037,"Kingsley Coman","France","Forward",28,"Germany","FC Bayern München",0,0,0,7,4,1,3,0,3,2,0,2,0,150,4,1,0,0,87.34,55,47,50,2,1,0,0,0,0,0,0,0,0,0,12.5,33.39,94,3
250054969,50111,"Jon Gorenc Stanković","Slovenia","Midfielder",28,"Austria","SK Sturm Graz",0,0,0,0,0,0,0,0,9,2,1,1,7,328,2,1,1,0,64,45,29,0,0,0,2,0,0,0,0,0,0,0,0,11.6,27.72,90,1
250055109,50033,"Lukáš Sadílek","Czechia","Midfielder",28,"Czechia","AC Sparta Praha",1,0,0,0,0,0,0,0,0,1,1,0,1,675,0,0,0,0,55.67,7,6,0,0,0,0,0,0,0,0,0,0,0,0,6.24,29.7,31,3
250055110,50109,"Patrik Schick","Czechia","Forward",28,"Germany","Bayer 04 Leverkusen",0,0,1,0,1,1,0,0,1,0,0,0,0,643,0,0,0,0,89.67,28,24,0,0,0,0,0,0,0,0,0,0,0,0,13.81,32.95,101,3
250055149,50033,"Asger Sørensen","Denmark","Defender",28,"Czechia","AC Sparta Praha",0,0,0,0,0,0,0,0,1,0,0,0,3,655,0,0,0,0,90,21,19,0,0,0,1,0,0,0,0,0,0,0,0,9.42,29.06,90,1
250055216,50069,"Nemanja Radonjić","Serbia","Midfielder",28,"Serbia","FK Crvena Zvezda",0,0,0,1,0,0,0,0,0,0,0,0,0,604,0,1,0,0,83,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1.25,32.06,21,1
250055660,50109,"Jonathan Tah","Germany","Defender",28,"Germany","Bayer 04 Leverkusen",0,0,0,0,1,1,0,0,18,1,0,1,12,154,4,0,1,0,95.75,265,254,50,2,1,2,0,0,0,0,0,0,0,0,43.11,33.8,360,4
250055663,50023,"Thilo Kehrer","Germany","Defender",28,"France","AS Monaco",1,0,0,0,3,1,1,1,26,6,1,5,10,53,6,0,1,0,90,248,225,0,0,0,6,1,1,0,1,0,0,0,0,37.94,32.48,360,4
250055957,50109,"Robert Andrich","Germany","Midfielder",30,"Germany","Bayer 04 Leverkusen",1,0,0,0,1,1,0,0,11,6,4,2,4,161,4,0,0,0,85,60,54,0,0,0,0,0,0,0,0,0,0,0,0,16.61,32.19,123,3
250056159,50033,"Qazim Laçi","Albania","Midfielder",28,"Czechia","AC Sparta Praha",0,1,0,6,2,1,0,1,12,5,3,2,5,141,4,1,0,0,80.75,110,89,0,3,0,2,1,1,0,0,1,0,0,0,41.01,31.65,329,4
250056189,50138,"Federico Dimarco","Italy","Defender",26,"Italy","FC Internazionale Milano",1,1,0,0,2,0,1,1,0,1,1,0,1,506,1,0,0,0,70,23,20,50,6,3,1,0,0,0,0,0,0,0,0,7.46,31.64,47,2
250056566,50058,"Ruben Loftus-Cheek","England","Midfielder",28,"Italy","AC Milan",0,0,0,2,2,2,0,0,4,2,1,1,1,410,1,3,0,0,68,90,82,0,1,0,0,0,0,0,0,0,0,0,0,29.57,32.94,239,4
250056685,52749,"Bart Nieuwkoop","Netherlands","Defender",28,"Netherlands","Feyenoord",0,0,0,1,2,0,2,0,3,0,0,0,2,163,4,0,0,0,77,22,17,0,3,0,0,0,0,0,0,0,0,0,0,8.43,33,68,1
250056861,52280,"Oleksandr Zinchenko","Ukraine","Defender",27,"England","Arsenal FC",0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,94,16,15,0,3,0,0,0,0,0,0,0,0,0,0,1.87,25.5,8,1
250056982,50069,"Guélor Kanga","Gabon","Midfielder",34,"Serbia","FK Crvena Zvezda",0,1,0,1,1,0,0,1,4,2,0,2,0,528,0,6,0,0,88.5,46,40,0,3,0,5,0,0,0,0,0,0,0,0,11.71,28.83,88,2
250057117,50109,"Jonas Hofmann","Germany","Midfielder",32,"Germany","Bayer 04 Leverkusen",1,1,0,0,1,0,1,0,2,0,0,0,0,641,0,0,0,0,88.5,49,43,0,4,0,0,0,0,0,0,0,0,0,0,15.31,31.11,108,2
250058044,50058,"Davide Calabria","Italy","Defender",27,"Italy","AC Milan",0,0,1,0,0,0,0,0,1,2,0,2,4,474,1,0,1,0,42.5,34,28,0,1,0,1,0,0,0,0,0,0,0,0,8.66,32.23,70,2
250058215,7889,"Joe Gomez","England","Defender",27,"England","Liverpool FC",0,0,0,0,0,0,0,0,4,1,0,1,4,679,0,0,0,0,90,16,15,0,1,0,1,0,0,0,0,0,0,0,0,4.6,32.24,26,2
250058218,50147,"Renato Sanches","Portugal","Midfielder",27,"Portugal","SL Benfica",0,1,0,0,1,0,0,1,3,2,1,1,1,615,0,0,1,0,83.5,31,26,0,2,0,0,0,0,0,0,0,0,0,0,13.78,25.3,104,2
250058220,52919,"Rúben Dias","Portugal","Defender",27,"England","Manchester City",0,0,0,0,0,0,0,0,11,2,1,1,1,471,1,0,1,0,95.34,145,138,0,0,0,4,0,0,0,0,0,0,0,0,16.89,32.25,135,3
250058227,50023,"Aleksandr Golovin","Russia","Midfielder",28,"France","AS Monaco",0,7,0,4,4,1,2,1,7,3,0,3,0,79,5,2,0,0,89.75,115,103,8.34,12,1,5,0,0,0,0,0,0,0,0,29.64,33.44,225,4
250058258,2603790,"Benjamin Henrichs","Germany","Defender",27,"Germany","RB Leipzig",0,1,0,3,3,2,0,1,26,8,3,5,4,187,3,3,1,0,87.5,149,129,25,8,2,7,0,0,0,0,0,0,0,0,32.75,33.07,295,4
250058270,2602798,"Viktor Tsygankov","Ukraine","Midfielder",26,"Spain","Girona FC",0,5,0,1,1,1,0,0,2,2,1,1,1,365,2,0,0,0,86.5,34,29,28.58,7,2,2,0,0,0,0,0,0,0,0,14.58,31.43,117,2
250058722,50033,"Lukáš Haraslín","Slovakia","Midfielder",28,"Czechia","AC Sparta Praha",1,1,1,4,6,2,4,0,9,2,1,1,1,261,2,7,0,0,78.34,37,29,20,5,1,0,0,0,0,0,0,0,0,0,23.2,30.6,198,3
250059115,52919,"Bernardo Silva","Portugal","Midfielder",30,"England","Manchester City",0,0,1,1,3,0,2,1,0,2,0,2,1,360,2,0,0,0,92,138,127,16.67,6,1,1,0,0,0,0,0,0,0,0,29.05,27.46,226,3
250061027,50147,"Fredrik Aursnes","Norway","Midfielder",28,"Portugal","SL Benfica",1,0,0,1,2,1,0,1,12,2,0,2,3,152,4,0,2,0,89,162,145,66.67,3,2,2,0,0,0,0,0,0,0,0,43.49,30.42,304,4
250061361,50124,"Alexander Sørloth","Norway","Forward",28,"Spain","Atlético de Madrid",0,0,1,1,6,3,2,1,4,4,0,4,1,118,4,3,0,0,74,36,26,0,0,0,0,0,0,0,0,0,0,0,0,17.17,32.65,137,3
250061589,50043,"Casper Nielsen","Denmark","Midfielder",30,"Belgium","Club Brugge KV",0,0,0,0,2,1,0,1,3,2,0,2,0,419,1,2,1,0,94.5,11,10,0,1,0,1,0,0,0,0,0,0,0,0,11.8,31.62,83,2
250061721,52797,"Kenan Bajrić","Slovenia","Defender",29,"Slovakia","ŠK Slovan Bratislava",0,0,0,2,0,0,0,0,16,2,1,1,18,396,1,4,0,0,85,144,127,0,0,0,5,0,0,0,0,0,0,0,0,37.24,33.96,360,4
250063394,50164,"Bruno Petković","Croatia","Forward",30,"Croatia","GNK Dinamo",0,0,1,4,4,2,1,1,1,2,0,2,3,167,3,7,1,0,83,78,59,0,0,0,0,2,2,0,1,1,0,0,0,21.56,29.98,193,3
250063505,50124,"José María Giménez","Uruguay","Defender",29,"Spain","Atlético de Madrid",0,0,0,1,3,2,1,0,25,6,3,3,18,401,1,3,3,0,93,216,201,0,0,0,4,1,1,0,0,0,1,0,0,30.28,32.63,270,3
250063617,2601306,"Jordan Amavi","France","Defender",30,"France","Stade Brestois 29",0,1,0,2,0,0,0,0,0,0,0,0,1,400,1,4,0,0,66,41,27,0,4,0,5,0,0,0,0,0,0,0,0,9.39,32.29,84,1
250063957,50107,"Pascal Stenzel","Germany","Defender",28,"Germany","VfB Stuttgart",0,3,0,0,1,0,1,0,1,1,0,1,0,473,1,0,1,0,91.5,29,25,33.34,3,1,0,0,0,0,0,0,0,0,0,9.53,28.86,72,2
250063984,50037,"Leroy Sané","Germany","Midfielder",28,"Germany","FC Bayern München",0,3,0,7,3,3,0,0,2,1,0,1,0,367,2,0,0,0,88.5,74,64,12.5,8,1,0,1,0,1,0,1,0,0,0,13.86,33.83,110,4
250064027,52797,"Kyriakos Savvidis","Greece","Midfielder",29,"Slovakia","ŠK Slovan Bratislava",0,0,0,2,1,1,0,0,18,5,3,2,2,258,2,8,0,0,91.75,118,109,0,1,0,10,0,0,0,0,0,0,0,0,31.48,30.49,259,4
250064064,52747,"Marquinhos","Brazil","Defender",30,"France","Paris Saint-Germain",0,0,0,0,5,2,2,1,22,0,0,0,8,225,3,1,1,0,96.5,381,368,0,1,0,7,0,0,0,0,0,0,0,0,42.98,33.04,360,4
250064188,50043,"Hans Vanaken","Belgium","Midfielder",32,"Belgium","Club Brugge KV",0,0,0,1,4,1,2,1,12,3,2,1,6,331,2,1,0,0,92,216,200,0,0,0,4,1,1,0,1,0,0,0,1,46.53,29.99,360,4
250064232,52816,"Davide Zappacosta","Italy","Defender",32,"Italy","Atalanta BC",1,0,0,5,6,0,4,2,12,3,1,2,2,276,2,4,0,0,90.25,186,167,44.45,18,8,2,0,0,0,0,0,0,0,0,43.65,32.5,340,4
250064233,52919,"John Stones","England","Defender",30,"England","Manchester City",0,0,0,0,3,2,1,0,11,1,0,1,1,352,2,0,1,0,97.5,188,184,0,1,0,1,1,1,0,0,0,1,0,0,19.06,31.37,164,2
250064252,50069,"Rade Krunić","Bosnia and Herzegovina","Midfielder",31,"Serbia","FK Crvena Zvezda",1,0,0,4,2,1,1,0,9,4,0,4,1,128,4,2,0,0,88.5,128,115,0,1,0,2,0,0,0,0,0,0,0,0,39.53,30.6,321,4
250064273,50031,"Cédric Itten","Switzerland","Forward",27,"Switzerland","BSC Young Boys",0,0,1,0,1,0,1,0,0,0,0,0,3,162,4,0,0,0,62.34,20,12,0,0,0,0,0,0,0,0,0,0,0,0,10.79,30.28,85,3
250064274,50023,"Breel Embolo","Switzerland","Forward",27,"France","AS Monaco",2,0,5,8,8,5,2,1,3,1,0,1,2,17,7,7,1,0,75.5,63,46,0,3,0,0,1,1,0,1,0,0,0,0,26.62,32.9,271,4
250064444,52707,"Mykola Matviyenko","Ukraine","Defender",28,"Ukraine","FC Shakhtar Donetsk",0,0,0,2,0,0,0,0,17,1,0,1,18,570,0,1,0,0,89,261,233,0,1,0,10,0,0,0,0,0,0,0,0,43.12,33.81,360,4
250064446,52707,"Oleksandr Zubkov","Ukraine","Midfielder",28,"Ukraine","FC Shakhtar Donetsk",0,4,0,4,8,2,4,2,10,5,2,3,1,113,4,3,0,0,77.25,109,83,7.15,14,1,3,1,1,0,1,0,0,0,0,38.69,31.19,308,4
250064482,50149,"Nuno Santos","Portugal","Forward",29,"Portugal","Sporting Clube de Portugal",0,2,0,1,2,1,0,1,5,1,0,1,2,554,0,2,0,0,87.5,103,91,40,5,2,5,1,1,0,0,1,0,0,0,19.6,35.17,164,2
250065301,50109,"Aleix García","Spain","Midfielder",27,"Germany","Bayer 04 Leverkusen",0,5,0,0,3,0,0,3,11,3,2,1,4,207,3,2,2,0,93.25,209,197,0,7,0,4,0,0,0,0,0,0,0,0,34.55,30.63,257,4
250065413,50037,"Konrad Laimer","Austria","Midfielder",27,"Germany","FC Bayern München",0,0,0,4,2,0,2,0,11,5,4,1,1,450,1,1,0,0,95.34,126,118,50,2,1,1,0,0,0,0,0,0,0,0,22.86,32.26,182,3
250065419,52969,"Stefan Posch","Austria","Defender",27,"Italy","Bologna FC 1909",0,0,0,4,4,0,3,1,20,10,4,6,10,1,11,4,2,0,75.5,165,124,22.23,9,2,6,0,0,0,0,0,0,0,0,46.39,33.01,360,4
250066156,50037,"Raphaël Guerreiro","Portugal","Defender",30,"Germany","FC Bayern München",0,0,0,1,3,1,1,1,7,1,0,1,0,637,0,0,0,0,91,118,107,0,2,0,0,1,1,0,0,1,0,0,0,21.13,30.41,166,2
250066157,7889,"Andy Robertson","Scotland","Defender",30,"England","Liverpool FC",0,5,0,1,2,0,2,0,4,3,2,1,5,472,1,0,1,0,92.34,48,43,0,5,0,3,0,0,0,0,0,0,0,0,12.41,32.24,97,3
250066739,50138,"Nicolò Barella","Italy","Midfielder",27,"Italy","FC Internazionale Milano",0,0,0,3,2,0,1,1,12,4,2,2,1,179,3,4,1,0,83.34,144,121,20,5,1,8,0,0,0,0,0,0,0,0,30.04,30.9,208,3
250066747,50139,"Manuel Locatelli","Italy","Midfielder",26,"Italy","Juventus",0,0,0,2,0,0,0,0,14,9,6,3,3,202,3,3,0,0,94,150,141,66.67,3,2,5,0,0,0,0,0,0,0,0,25.59,29.07,183,3
250066886,52747,"Ousmane Dembélé","France","Forward",27,"France","Paris Saint-Germain",1,10,0,27,16,3,7,6,9,3,0,3,0,57,5,8,0,0,76.67,141,108,6.25,16,1,1,0,0,0,0,0,0,0,0,29.31,33.69,259,3
250067295,50037,"João Palhinha","Portugal","Midfielder",29,"Germany","FC Bayern München",0,0,0,0,4,0,2,2,7,12,5,7,0,487,1,0,0,0,93.67,133,126,0,0,0,2,0,0,0,0,0,0,0,0,22.37,30.13,165,3
250067334,50062,"Rick Karsdorp","Netherlands","Defender",29,"Netherlands","PSV Eindhoven",0,0,0,1,1,0,1,0,4,2,1,1,0,433,1,1,1,0,90.5,72,64,50,2,1,0,0,0,0,0,0,0,0,0,11.21,30.79,96,2
250067629,50058,"Tammy Abraham","England","Forward",27,"Italy","AC Milan",0,0,0,4,0,0,0,0,0,1,0,1,4,281,2,4,0,0,55.34,19,12,0,1,0,1,0,0,0,0,0,0,0,0,12.74,33.26,103,3
250067630,50058,"Fikayo Tomori","England","Defender",26,"Italy","AC Milan",0,0,0,1,1,1,0,0,20,4,1,3,9,321,2,1,1,0,94.5,298,283,0,1,0,7,0,0,0,0,0,0,0,0,38.41,35.17,354,4
250067749,52280,"Jorginho","Italy","Midfielder",32,"England","Arsenal FC",0,0,0,0,0,0,0,0,2,1,0,1,0,513,1,0,0,0,66.5,28,22,0,0,0,0,0,0,0,0,0,0,0,0,5.31,24.46,35,2
250068733,75797,"Aïssa Mandi","Algeria","Defender",33,"France","LOSC Lille",0,0,1,0,0,0,0,0,11,5,4,1,3,85,5,1,0,0,84.67,86,73,0,0,0,2,0,0,0,0,0,0,0,0,28.46,30.28,244,3
250068805,50138,"Marcus Thuram","France","Forward",27,"Italy","FC Internazionale Milano",0,0,2,3,5,2,2,1,2,2,1,1,0,184,3,4,0,0,89,28,24,0,0,0,0,1,1,0,0,1,0,0,0,13.91,32.62,107,3
250068808,50062,"Olivier Boscagli","France","Defender",26,"Netherlands","PSV Eindhoven",0,0,0,1,2,0,0,2,29,9,3,6,10,99,4,5,0,0,89.75,334,303,0,0,0,8,0,0,0,0,0,0,0,0,42.41,31,360,4
250070417,50037,"Joshua Kimmich","Germany","Midfielder",29,"Germany","FC Bayern München",3,19,0,0,6,3,2,1,20,8,2,6,0,210,3,2,1,0,91,398,366,32,25,8,9,0,0,0,0,0,0,0,0,49.69,32.23,360,4
250071671,50164,"Marko Rog","Croatia","Midfielder",29,"Croatia","GNK Dinamo",0,0,0,5,2,2,0,0,4,4,2,2,1,215,3,2,1,0,87.67,31,27,0,1,0,1,0,0,0,0,0,0,0,0,14.76,32.03,103,3
250073778,50164,"Samy Mmaee","Morocco","Defender",28,"Croatia","GNK Dinamo",0,0,0,0,0,0,0,0,3,1,1,0,6,654,0,0,0,0,76,42,32,0,0,0,3,0,0,0,0,0,0,0,0,10.42,28.15,90,1
250074010,2601306,"Romain Del Castillo","France","Forward",28,"France","Stade Brestois 29",0,1,0,4,1,0,1,0,4,2,0,2,0,399,1,4,0,0,78,86,66,0,4,0,6,0,0,0,0,0,0,0,0,19.26,29.28,164,3
250076126,50058,"Theo Hernández","France","Defender",27,"Italy","AC Milan",0,4,0,3,10,1,5,4,22,3,1,2,7,390,1,5,0,0,91.5,219,202,37.5,8,3,7,0,0,0,0,0,0,0,0,40.37,34.79,360,4
250076357,7889,"Trent Alexander-Arnold","England","Defender",26,"England","Liverpool FC",1,3,0,2,6,0,2,4,21,2,1,1,1,444,1,1,0,0,75.75,181,137,22.23,9,2,6,0,0,0,0,0,0,0,0,35.8,34.14,320,4
250076574,50051,"Kylian Mbappé","France","Forward",25,"Spain","Real Madrid C.F.",1,1,1,12,20,9,5,6,1,1,1,0,0,308,2,2,0,0,77,74,58,22.23,9,2,0,1,1,0,1,0,0,0,0,30.06,35.67,302,4
250076631,7889,"Kostas Tsimikas","Greece","Defender",28,"England","Liverpool FC",1,9,1,3,5,0,5,0,12,6,2,4,5,229,3,1,1,0,91.75,166,153,25,16,4,5,0,0,0,0,0,0,0,0,33.27,31.98,264,4
250077453,50109,"Nathan Tella","Nigeria","Forward",25,"Germany","Bayer 04 Leverkusen",0,0,0,3,1,0,1,0,1,3,0,3,0,132,4,2,0,0,54.34,26,21,50,4,2,0,0,0,0,0,0,0,0,0,10.33,33.51,74,3
250077644,50031,"Abdu Conté","Portugal","Defender",26,"Switzerland","BSC Young Boys",0,0,0,0,0,0,0,0,0,1,0,1,1,678,0,0,0,0,67,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3.43,31.98,27,1
